"DATA_LOAD_ID","RAW_SRC_PK","RAW_SRC_PK_TYP","RAW_FK","RAW_FK_TYP","PRIMARY_NAME","BUS_NM_TYP"
ALL_FDIC_201904,"1,324,832,409",PR_RECORD_ID,"0001833616",FDIC_HOLDER_NUM,"CITIZENS BANCORP OF WINFIELD, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,433",PR_RECORD_ID,"0001084061",FDIC_HOLDER_NUM,BANCSOUTH CORPORATION,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,444",PR_RECORD_ID,"0002352196",FDIC_HOLDER_NUM,"HARRELL BANCSHARES, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,462",PR_RECORD_ID,"0001099252",FDIC_HOLDER_NUM,CLARENDON HOLDING CO.,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,492",PR_RECORD_ID,"0003140961",FDIC_HOLDER_NUM,"HAZLEHURST INVESTORS, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,559",PR_RECORD_ID,"0001131424",FDIC_HOLDER_NUM,COMMUNITY STATE BANCORPORATION,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,602",PR_RECORD_ID,"0001071539",FDIC_HOLDER_NUM,MIDDLEFORK FINANCIAL GROUP INC.,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,636",PR_RECORD_ID,"0001246681",FDIC_HOLDER_NUM,CITIZENS CORPORATION,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,730",PR_RECORD_ID,"0002351359",FDIC_HOLDER_NUM,WESTERN DAKOTA HOLDING COMPANY,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,790",PR_RECORD_ID,"0001242423",FDIC_HOLDER_NUM,DEUTSCHE BANK AKTIENGESELLSCHAFT,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,866",PR_RECORD_ID,"0001132814",FDIC_HOLDER_NUM,"FARMERS BANCSHARES, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,906",PR_RECORD_ID,"0001417324",FDIC_HOLDER_NUM,"ROMNEY BANKSHARES, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,936",PR_RECORD_ID,"0002645937",FDIC_HOLDER_NUM,"LINCOLN BANCSHARES, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,956",PR_RECORD_ID,"0001020676",FDIC_HOLDER_NUM,AMALGAMATED INVESTMENTS COMPANY,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,832,976",PR_RECORD_ID,"0001491801",FDIC_HOLDER_NUM,"PEOPLES FINANCIAL CORP. OF ILLINOIS, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,010",PR_RECORD_ID,"0002382344",FDIC_HOLDER_NUM,STORM LAKE SECURITY BANCORPORATION,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,053",PR_RECORD_ID,"0001205325",FDIC_HOLDER_NUM,"MONTFORT BANCORPORATION, INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,083",PR_RECORD_ID,"0001094556",FDIC_HOLDER_NUM,"STUPP BROS., INC.",BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,106",PR_RECORD_ID,"0003643837",FDIC_HOLDER_NUM,BOV HOLDING COMPANY,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,112",PR_RECORD_ID,"0002533070",FDIC_HOLDER_NUM,BAYBANK CORPORATION,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,244",PR_RECORD_ID,"0001099690",FDIC_HOLDER_NUM,FNBC BANCORP INC,BANK_HOLDER_NAME
ALL_FDIC_201904,"1,324,833,308",PR_RECORD_ID,"0001125571",FDIC_HOLDER_NUM,"DARWIN BANCSHARES, INC.",BANK_HOLDER_NAME
